Result Number;Titolo;Descrizione;Immagine;Data;Link
244;MOSTRA PERSONALE ALDO LA MATTINA;"Aldo La Mattina: "" Jerusalem"" mostra personale dal 15/10/2010 al 21/10/2010 - Galleria di Villa Niscemi (Piazza dei Quartieri, 2).";http://www.comune.palermo.it/img/news/lamattina_01.png;15-OTT-10;http://www.comune.palermo.it/noticext.php?id=858
245;PERSONALE DI ANTONINO SANCARLO;"Antonino Sancarlo: "" Ricordi di ...un tempo"" dal 08/10/2010 al 14/10/2010 - Galleria di Villa Niscemi (Piazza dei Quartieri, 2).";http://www.comune.palermo.it/img/news/sancarlo_01.png;08-OTT-10;http://www.comune.palermo.it/noticext.php?id=861
246;PERSONALE DI GIUSEPPE ROMANO;"Giuseppe Romano: "" Progetti di fuga"" dal 01/10/2010 al 07/10/2010 - Galleria di Villa Niscemi (Piazza dei Quartieri, 2).";http://www.comune.palermo.it/img/news/romano_01.png;01-OTT-10;http://www.comune.palermo.it/noticext.php?id=863
247;COLLETTIVA FOTOGRAFICA E PITTURA;"""Nonsolosterrato"" Ass.ne - mostra collettiva ""Vita nella natura"" - dal 24/09/2010 al 30/09/2010 - Galleria di Villa Niscemi (piazza dei Quartieri,2)";http://www.comune.palermo.it/img/news/solosterrato.png;24-SET-10;http://www.comune.palermo.it/noticext.php?id=862
248;MOSTRA DI ARTIGIANATO AL FEMMINILE;"Prof. Antonella Spitaleri: Mostra Artigianato al femminile a cura dell'associazione ""Donne di Sicilia"" - ""Artigianato Manifatturiero"" - dal 10/06/2011 al 16/06/2011. Galleria di Villa Niscemi (piazza dei Quartieri,2)";http://www.comune.palermo.it/img/news/spitalieri_01.jpg;10-GIU-11;http://www.comune.palermo.it/noticext.php?id=778
249;MOSTRA DI PITTURA;"Collettiva: Arch. Galante e Arch. Musso: ""Sulle tracce del passato"" - personale di pittura - dal 03/06/2011 al 09/06/2011 - Galleria di Villa Niscemi (piazza dei Quartieri,2)";http://www.comune.palermo.it/img/news/collettiva_galante_musso_01.png;03-GIU-11;http://www.comune.palermo.it/noticext.php?id=777
250;MOSTRA DI PITTURA GRAZIA GALATI;Dott.ssa Grazia Galati - personale di pittura - dal 27/05/2011 al 02/06/2011 - Galleria di Villa Niscemi (piazza dei Quartieri, 2);http://www.comune.palermo.it/img/news/villa_niscemi_01.png;27-MAG-11;http://www.comune.palermo.it/noticext.php?id=819
251;CONCORSO FOTOGRAFICO E DI PITTURA;Concorso fotografico e di pittura A.E.C. Association Europeenne des Cheminots - dal 20/05/2011 al 26/05/2011 - Galleria di Villa Niscemi ( piazza dei Quartieri, 2);http://www.comune.palermo.it/img/news/villa_niscemi_01.png;20-MAG-11;http://www.comune.palermo.it/noticext.php?id=776
252;PERSONALE DI PITTURA MAURO CONOSCENTI;Mauro Conoscenti: personale di pittura - dal 13/05/2011 al 19/05/2011 - Galleria di Villa Niscemi (piazza dei Quartieri, 2);http://www.comune.palermo.it/img/news/mauro_conoscenti.png;13-MAG-11;http://www.comune.palermo.it/noticext.php?id=775
253;PERSONALE DI PITTURA VINCENZO DI BELLA;Vincenzo Di Bella: personale di pittura - dal 07/05/2011 al 12/05/2011 - Galleria di Villa Niscemi ( piazza dei Quartieri,2 );http://www.comune.palermo.it/img/news/vincenzo_di_bella_01.png;07-MAG-11;http://www.comune.palermo.it/noticext.php?id=774
254;PERSONALE DI PITTURA VITTORIO RIBAUDO;Maestro Vittorio Ribaudo - personale di pittura - dal 28/04/2011 al 05/05/2011 - Galleria di Villa Niscemi - (piazza dei Quartieri, 2);http://www.comune.palermo.it/img/news/villa_niscemi_02.png;28-APR-11;http://www.comune.palermo.it/noticext.php?id=818
255;MOSTRA DI SCULTURE GIOVANNI PUNTRELLO;"Giovanni Puntrello: ""Lithos identità del tempo"" - mostra di sculture in arenaria - dal 16/04/2011 al 21/04/2011. Galleria di Villa Niscemi ( Piazza dei Quartieri, 2)";http://www.comune.palermo.it/img/news/giovanni_punterello_01.png;16-APR-11;http://www.comune.palermo.it/noticext.php?id=768
256;PERSONALE DI PITTURA MARIOLINA SPADARO;"Mariolina Spadaro: ""Segni e sogni in divenire"" - personale di pittura - dal 08/04/2011 al 14/04/2011. Galleria di Villa Niscemi (Piazza dei Quartieri, 2)";http://www.comune.palermo.it/img/news/mariolina_spadaro_01.png;08-APR-11;http://www.comune.palermo.it/noticext.php?id=765
257;PERSONALE DI PITTURA PIPPO MASSA;Pippo Massa: - inaugurazione - dal 01/04/2011 al 07/04/2011. Galleria di Villa Niscemi (Piazza dei Quartieri,2);http://www.comune.palermo.it/img/news/pippo_massa_01.png;01-APR-11;http://www.comune.palermo.it/noticext.php?id=764
258;PALERMO2013 - PROGRAMMA DEL 17 DICEMBRE;Coro di Brancaccio - Circo itinerante - Azur e Asmar 17 dicembre In programma due concerti del Movimento di promozione umana insieme all'Orchestra e al Coro giovanile di Brancaccio, dal titolo La mia amica musica: tutti insieme per la realizzazione di un sogno.;http://www.comune.palermo.it/img/news/palermo2013.png;17-DIC-12;http://www.comune.palermo.it/noticext.php?id=956
259;PALERMO2013 - PROGRANNA DEL 16 DICEMBRE;"Cavalcando la cometa - Apertura Zac e inaugurazione Cinema De Seta I Quattro canti si illuminano di una luce nuova dal 16 dicembre, una video-installazione dal titolo ""Cavalcando la cometa"".";http://www.comune.palermo.it/img/news/palermo2013.png;16-DIC-12;http://www.comune.palermo.it/noticext.php?id=953
260;PALERMO2013 - PROGRAMMA DEL 15 DICEMBRE;Laboratori, concerti, luoghi d'arte e musei aperti, per la rassegna ideata nell'ambito delle attività natalizie. Fino a domenica 6 gennaio, vari luoghi della città saranno impegnati per la rassegna culturale promossa dal comune. Dal 15 Indovina chi viene a cena e A Natale faccio il buono, dedicate ai turisti e ad una biblioteca per ragazzi.;http://www.comune.palermo.it/img/news/palermo2013.png;15-DIC-12;http://www.comune.palermo.it/noticext.php?id=952
261;BENEDIZIONE PRESEPE A VILLA NISCEMI;Un presepe realizzato dal Maestro Giuseppe Bennardo esposto nelle antiche scuderie di Villa Niscemi, è stato benedetto dal Cardinale Paolo Romeo.;http://www.comune.palermo.it/img/news/presepe_01.png;14-DIC-12;http://www.comune.palermo.it/noticext.php?id=942
262;PERSONALE DI LETIZIA MANNINA;Mannina Letizia: personale di pittura dal 14/12/2012 al 20/12/2012 - Galleria di Villa Niscemi (Piazza dei Quartieri, 2).;http://www.comune.palermo.it/img/news/letizia_mannina_01.png;14-DIC-12;http://www.comune.palermo.it/noticext.php?id=876
263;PALERMO FORUMSAD;ForumSad: Laboratori didattici, Seminario e Spettacoli - giorno 10/12/2012 ore 10.30-19.00 - Villa Niscemi (Piazza dei Quartieri, 2).;http://www.comune.palermo.it/img/news/forum_sad_01.png;10-DIC-12;http://www.comune.palermo.it/noticext.php?id=883
264;PERSONALE DI OLGA GAMBINO;"Olga Gambino : "" Sgomitolando"" Mostra personale dal 07/12/2012 al 13/12/2012 - Galleria di Villa Niscemi (Piazza dei Quartieri, 2).";http://www.comune.palermo.it/img/news/gambino-_olga_01.png;07-DIC-12;http://www.comune.palermo.it/noticext.php?id=835
265;MOSTRA COLLETTIVA DI PITTURA E FOTOGRAFIA;Associazione Culturale Vera Canam: la Sicilia e l'inverno mostra collettiva di pittura e fotografia - dal 30/11/2012 al 06/12/2012 - Galleria di Villa Niscemi (Piazza dei Quartieri, 2);http://www.comune.palermo.it/img/news/vera_canam_01.png;30-NOV-12;http://www.comune.palermo.it/noticext.php?id=773
266;PERSONALE DI PITTURA MARCO DI GIROLAMO;"Marco Di Girolamo: "" Ese un paesaggio..."" personale di pittura dal 16/11/2012 al 25/11/2012 - Galleria di Villa Niscemi (Piazza dei Quartiei, 2).";http://www.comune.palermo.it/img/news/marco_digirolamo_01.png;16-NOV-12;http://www.comune.palermo.it/noticext.php?id=767
267;PERSONALE DI PITTURA GEORGES BILE';Georges Bilè: pittore ivoriano Ass.ne Africa Land dal 09/11/2012 al 15/11/2012 - Galleria di Villa Niscemi (Piazza dei Quartiei, 2).;http://www.comune.palermo.it/img/news/george_bile_01.png;09-NOV-12;http://www.comune.palermo.it/noticext.php?id=766
268;ATTIVITA' TEATRALI ASSOCIAZIONE DITIRAMMU;Attività teatrali promosse dall'Assessorato alla Cultura - Servizio Attività Culturali con gli spettacoli gratuiti proposti dall'Associazione Ditirammu. Spettacolo : Cenerentola Vintage - 28 luglio alle ore 17.30 con replica ore 19.30 presso il Teatro di via Torremuzza,6 - 90133 Palermo Ingresso libero fino ad esaurimento posti.;http://www.comune.palermo.it/img/news/cenerentola_105.jpg;28-LUG-13;http://www.comune.palermo.it/noticext.php?id=2347
269;SECONDA EDIZIONE DI ESTATE AL VERDURA;Abraço - Palermo in danza Sabato 27 luglio alle ore 21:15 Teatro di Verdura, via del Fante 70/B Spettacolo di beneficenza;http://www.comune.palermo.it/img/news/verdura.png;27-LUG-13;http://www.comune.palermo.it/noticext.php?id=2358
270;ATTIVITA' TEATRALI ASSOCIAZIONE DITIRAMMU;Attività teatrali promosse dall'Assessorato alla Cultura - Servizio Attività Culturali con gli spettacoli gratuiti proposti dall'Associazione Ditirammu. Spettacolo : Alice nel Paese di Folleria - 27 luglio alle ore 17.30 con replica ore 19.00 presso il Teatro di via Torremuzza,6. Ingresso libero fino ad esaurimento posti.;http://www.comune.palermo.it/img/news/alice_105.jpg;27-LUG-13;http://www.comune.palermo.it/noticext.php?id=2352
271;IL FESTINO CONTINUA A MONTE PELLEGRINO;"L'Ufficio di Presidenza ed il Sindaco di Palermo, Leoluca Orlando,presentano la manifestazione ""Il festino continua a Monte Pellegrino"" promossa dal Comitato dei Commercianti di Monte Pellegrino. Sabato 27 Luglio alle ore 20:30.";http://www.comune.palermo.it/img/news/montepellegrino_01.png;27-LUG-13;http://www.comune.palermo.it/noticext.php?id=2403
272;SECONDA EDIZIONE DI ESTATE AL VERDURA;Omaggio al Verismo Venerdì 26 luglio alle ore 21:15 - Teatro di Verdura, via del Fante 70/B;http://www.comune.palermo.it/img/news/verdura.png;26-LUG-13;http://www.comune.palermo.it/noticext.php?id=2357
273;ATTIVITA' TEATRALI ASSOCIAZIONE DITIRAMMU;"Attività teatrali promosse dall'Assessorato della Cultura - Servizio Attività Culturali con gli spettacoli gratuiti proposti dall'Associazione Ditirammu. Spettacolo: ""Biancaneve e i 7 Nan Pass""- 21 luglio alle ore 19.00 presso il teatro di via Torremuzza,6 - 90133 Palermo - ingresso libero fino ad esaurimento posti.";http://www.comune.palermo.it/img/news/biancaneve_105.jpg;21-LUG-13;http://www.comune.palermo.it/noticext.php?id=2345
274;SECONDA EDIZIONE DI ESTATE AL VERDURA;Piccolo Gighit Complesso folkloristico di danza del Caucaso del Nord Domenica 21 luglio alle ore 21:15 - Teatro di Verdura, via del Fante 70/B Spettacolo di beneficenza;http://www.comune.palermo.it/img/news/verdura.png;21-LUG-13;http://www.comune.palermo.it/noticext.php?id=2356
275;SECONDA EDIZIONE DI ESTATE AL VERDURA;Omaggio a Wagner e Verdi nel bicentenario della nascita Sabato 20 luglio alle ore 21:15 - Teatro di Verdura, via del Fante 70/B;http://www.comune.palermo.it/img/news/verdura.png;20-LUG-13;http://www.comune.palermo.it/noticext.php?id=2354
276;SECONDA EDIZIONE DI ESTATE AL VERDURA;"Seconda edizione di "" Estate al Verdura"", la rassegna organizzata dal Comune di Palermo insieme alle istituzioni musicali cittadine.";http://www.comune.palermo.it/img/news/verdura.png;20-LUG-13;http://www.comune.palermo.it/noticext.php?id=2355
277;ATTIVITA' TEATRALI ASSOCIAZIONE DITIRAMMU;Attività teatrali promosse dall'Assessorato alla Cultura - Servizio Attività Culturali con gli spettacoli gratuiti proposti dall'Associazione Ditirammu. Spettacolo : Potpourrì di Nicù - 19 luglio alle ore 18.00 presso il Teatro di via Torremuzza,6 - 90133 Palermo Ingresso libero fino ad esaurimento posti.;http://www.comune.palermo.it/img/news/potpourri_105.jpg;19-LUG-13;http://www.comune.palermo.it/noticext.php?id=2344
278;PALERMO2013 - PROGRAMMA DEL 26 DICEMBRE;Tutti al museo - Gospel allo Spasimo - Laboratorio di cucina per bimbi alla Real Fonderia Tutti al museo un'iniziativa importante che coinvolge musei comunali, regionali e privati: dal 26 dicembre al 6 gennaio una ventina di musei offrono ai visitatori l'ingresso a un euro.;http://www.comune.palermo.it/img/news/palermo2013.png;26-DIC-12;http://www.comune.palermo.it/noticext.php?id=987
279;PALERMO2013 - PROGRAMMA DEL 25 DICEMBRE;Gospel allo Spasimo Artisti circensi a Parco Uditore: Palermo Spiritual ensemble alle 18.00, un concerto che unisce il canto gospel al dialetto siciliano nel tentativo di unire tradizioni molto diverse tra loro ma entrambe evocative di grande spiritualità.Alle 11.00 a Parco Uditore si esibiranno Tanto di Cappello.;http://www.comune.palermo.it/img/news/palermo2013.png;25-DIC-12;http://www.comune.palermo.it/noticext.php?id=986
280;PALERMO2013 - PROGRAMMA DEL 24 DICEMBRE;Doudou Diouf a Ballarò Una bancarella di frutta e verdura che diventa un palco da cui artisti veri e improvvisati si esibiscono in un concerto di musica folk-rock. A Ballarò il maestro senegalese di musica e ballo Doudou Diouf trasporterà gli astanti del mercato in un viaggio nelle sonorità africane, mentre la bancarella si trasformerà in una cassa armonica pulsante.;http://www.comune.palermo.it/img/news/palermo2013.png;24-DIC-12;http://www.comune.palermo.it/noticext.php?id=985
281;PALERMO2013 - PROGRAMMA DEL 23 DICEMBRE;Nativity boom - Palermitani si nasce Natale a Villa Pantelleria - Beffe di Natale Un'esplosione di colore e musica elettronica introdurrà al nostro presepe dove animali immaginari aspettano l'arrivo di Gesù, insieme a Giuseppe e Maria.;http://www.comune.palermo.it/img/news/palermo2013.png;23-DIC-12;http://www.comune.palermo.it/noticext.php?id=984
282;PALERMO2013 - PROGRAMMA DEL 21 DICEMBRE;"Apertura della chiesa dei SS. Crispino e Crispiniano - Franco Scaldati all'Oratorio San Lorenzo - Jerusa Barros alla Real Fonderia Un tesoro di epoca normanna più volte distrutto e ricostruito visitabile per una sera durante un evento dal titolo ""Natale in realtà aumentata"" che incrocia diverse forme artistiche.";http://www.comune.palermo.it/img/news/palermo2013.png;21-DIC-12;http://www.comune.palermo.it/noticext.php?id=1013
283;SERATA IN ONORE DEL TENORE LA SCOLA;Venerdi 21 novembre alle ore 18.00 presso la Sala Perriera ai Cantieri Culturali alla Zisa si svolgera' una serata in memoria del tenore Vincenzo La Scola.;http://www.comune.palermo.it/img/news/cantierizisa_01.png;21-DIC-12;http://www.comune.palermo.it/noticext.php?id=967
284;PERSONALE DI GIOACCHINO VALENTI;"Gioacchino Valenti: "" Sensibilità tra luce e parole"" - Mostra Fotografica dal 21/12/2012 al 03/01/2013 - Galleria di Villa Niscemi (Piazza dei Quartieri, 2).";http://www.comune.palermo.it/img/news/gioacchino_valenti_01.png;21-DIC-12;http://www.comune.palermo.it/noticext.php?id=908
285;PALERMO2013 - PROGRAMMA DEL 20 DICEMBRE;"""Dote"" al Tempietto - Giornata astronomica alla Real Fonderia - ""La fiamma del peccato"" al Cinema De Seta.Giornata per grandi e piccini dedicata al cielo e a tutto quello che c'è sopra di noi alla Real Fonderia. Alle 16 si comincia con "" Astrokids"".";http://www.comune.palermo.it/img/news/palermo2013.png;20-DIC-12;http://www.comune.palermo.it/noticext.php?id=965
286;PALERMO2013 - PROGRAMMA DEL 19 DICEMBRE;"Teatrino dei pupi di via Bara all'Olivella - Storie e giochi sotto l'albero - Balateopen - ""Baci rubati"" al De Seta - Tanti eventi per bambini in programma per domani senza perdere di vista il divertimento dei grandi.";http://www.comune.palermo.it/img/news/palermo2013.png;19-DIC-12;http://www.comune.palermo.it/noticext.php?id=958
287;PALERMO2013 - PROGRAMMA DEL 18 DICEMBRE;"Apertura Real Fonderia con varie attività - La Kriptonite nella borsa - Riapre la Real Fonderia, con un laboratorio per bambini e il primo degli appuntamenti con "" Cala la notte"". Al Cinema De Seta ai Cantieri culturali della Zisa, verrà proiettato alle 18.30 il film "" La kriptonite nella borsa"".";http://www.comune.palermo.it/img/news/palermo2013.png;18-DIC-12;http://www.comune.palermo.it/noticext.php?id=966
288;PALERMO2013 - PROGRAMMA DEL 4 GENNAIO;Gaetano Riccobono quartet alla Real Fonderia accompagnato dalla sua band per rendere omaggio al Natale in chiave jazz. Soundxristmachine a piazza San Paolo ovvero otto macchine sonore che collegate fra loro e ad una consolle mixer audio/luci daranno vita ad una installazione sonoro/luminosa.;http://www.comune.palermo.it/img/news/palermo2013.png;04-GEN-13;http://www.comune.palermo.it/noticext.php?id=1058
289;PALERMO2013 - PROGRAMMA DEL 3 GENNAIO;Natale con i magnificitre al Politeama Tre giorni da Re (Magio) alla Real Fonderia Indovina chi viene a cena - last minute al Palazzo Castelnuovo IBalateopen - Buzzatiana ultime repliche alle 18 al Teatro delle Balate, in via delle Balate, 3;http://www.comune.palermo.it/img/news/palermo2013.png;03-GEN-13;http://www.comune.palermo.it/noticext.php?id=1049
290;PALERMO2013 - PROGRAMMA DEL 1 GENNAIO;"E per cominciare bene l'anno nuovo alle 7 del mattino dell'1 gennaio i percussionisti del Conservatorio Bellini di Palermo si esibiranno nella piazza di Mondello nel ""Concerto per l'alba di un nuovo anno"" sulle note create dal compositore Steve Reich. Alle 22 alla Real Fonderia ""Visioni musicali"".";http://www.comune.palermo.it/img/news/palermo2013.png;01-GEN-13;http://www.comune.palermo.it/noticext.php?id=1036
291;PALERMO2013 - PROGRAMMA DEL 31 DICEMBRE;"Una tripla festa tra musica, risate e fuochi d'artificio. Alle 22 ""Auguri Palermo!"" a piazza Politeama. A intrattenere il pubblico il presentatore Mario Caminita insieme a Pif e Teresa Mannino disturbati dalle ""incursioni"" delle Malerbe.";http://www.comune.palermo.it/img/news/palermo2013.png;31-DIC-12;http://www.comune.palermo.it/noticext.php?id=1033
292;CAPODANNO IN PIAZZA POLITEAMA;Capodanno in piazza Politeama il 31 sera a condurre la serata saranno Pif e Teresa Mannino.Dopo il brindisi il cielo sarà illuminato da coloratissimi giochi pirotecnici e la serata proseguirà con la musica del dj producer Roberto Masi.Chi non potrà esserci non si perderà neanche un minuto della festa grazie alla diretta in streaming.;http://www.comune.palermo.it/img/news/palermo2013.png;31-DIC-12;http://www.comune.palermo.it/noticext.php?id=1028
293;FRANCESCO GIUNTA ED ORCHESTRA;Teatro Politeama - piazza Re Ruggero Settimo - 30/12/2012 - Ore 21.00 Il cantautore siciliano Francesco Giunta si esibisce insieme ad un quartetto di artisti famosi in un saggio di tradizione natalizia. L'intero spettacolo sarà trasmesso in streaming su www.palermo2013.it;http://www.comune.palermo.it/img/news/politeama_02.png;30-DIC-12;http://www.comune.palermo.it/noticext.php?id=1034
294;PALERMO2013 - PROGRAMMA DEL 30 DICEMBRE;Francesco Giunta & Orchestra: Il cantautore siciliano si esibisce al Teatro Politeama alle 21 insieme ad un quartetto di artisti famosi per la propria produzione di musica popolare siciliana.;http://www.comune.palermo.it/img/news/palermo2013.png;30-DIC-12;http://www.comune.palermo.it/noticext.php?id=1031
295;PALERMO2013 - PROGRAMMA DEL 29 DICEMBRE;"Sedia elettrica al cinema De Seta - Invisibile al Teatro Atlante - Cirrone band all'ex deposito delle locomotive di Sant'Erasmo"".Concerto dei fratelli Cirrone che presenteranno in anteprima la loro ultima canzone, ""Christmas'sun"".";http://www.comune.palermo.it/img/news/palermo2013.png;29-DIC-12;http://www.comune.palermo.it/noticext.php?id=1015
296;PALERMO2013 - PROGRAMMA DEL 28 DICEMBRE;Malintenti orchestra a Sant'Erasmo - Chibata Trio a palazzo Tarallo - Mercati sonori - I vecchietti del Capo. Uno dei mercati storici palermitani accoglie un curioso concerto tra le bancarelle.;http://www.comune.palermo.it/img/news/palermo2013.png;28-DIC-12;http://www.comune.palermo.it/noticext.php?id=1009
297;PALERMO2013 - PROGRAMMA DEL 27 DICEMBRE;""" Secondo tempo"" al De Seta - ""Storie di Natale"" al Nuovo Montevergini - Il topo di biblioteca alla Scalilla. Al Cinema De Seta ai Cantieri culturali alla Zisa proiezione del film documentario di Pierfrancesco Li Donni ""Il secondo tempo"" Le stragi di mafia di trent'anni fa raccontate attraverso le storie di tante persone che incrociarono le loro vite con quei fatti.";http://www.comune.palermo.it/img/news/palermo2013.png;27-DIC-12;http://www.comune.palermo.it/noticext.php?id=1008
298;IL PRESEPE DEL MATERA NELLE COLLEZIONI DEL MUSEO PITRE';Scultore in piccolo - Il presepe del Matera nelle collezioni del Museo Pitrè - mostra temporanea (fino al 31 marzo 2013) realizzata in collaborazione con l'accademia di Belle Arti.;http://www.comune.palermo.it/img/news/presepematera_01.png;01-FEB-13;http://www.comune.palermo.it/noticext.php?id=1120
299;PERSONALE DI GISELLA ARGENTO;"Gisella Argento: "" Atmosfere di terre lontane"" personale di fotografia dal 25/01/2013 al 31/01/2013 - Galleria di Villa Niscemi (Piazza dei Quartieri,2).";http://www.comune.palermo.it/img/news/argento_01.png;25-GEN-13;http://www.comune.palermo.it/noticext.php?id=1166
300;MOSTRA ZANELE MUHOLI;"Zanele Muholi: personale di fotografia ""contemporary visual ARTIvist"" grazie alla collaborazione tra il comitato Palermo Pride e l'Assessorato alla Cultura del Comune di Palermo. Palazzo Ziino dal 18/01/2013 al 16/02/2013";http://www.comune.palermo.it/img/news/muholi_01.png;18-GEN-13;http://www.comune.palermo.it/noticext.php?id=1126
301;PERSONALE DI IGNAZIO PENSOVECCHIO;"Ignazio Pensovecchio: "" Sensazioni Sinergetiche"" Personale di Pittura dal 18/01/2013 al 24/01/2013 - Galleria di Villa Niscemi (piazza dei Quartieri,2)";http://www.comune.palermo.it/img/news/pensovecchio_2013.png;18-GEN-13;http://www.comune.palermo.it/noticext.php?id=1102
302;SEMINARIO FQTS SICILIA;"Seminario Regionale dal titolo "" Il welfare siciliano tra crisi economica e innovazione"". Venerdì 18 gennaio nella sede della Galleria d'Arte Moderna. L'evento ha avuto il patrocinio del Comune di Palermo";http://www.comune.palermo.it/img/news/sicilia_01.png;18-GEN-13;http://www.comune.palermo.it/noticext.php?id=1112
303;BARBARA CASTIGLIONE - MOSTRA ARTIGIANALE;Barbara Castiglione - Creazioni artigianali - Emozioni da indossare - esposizione dal 12/01/2013 ore 17,30 al 17/01/2013. Galleria di Villa Niscemi (Piazza dei Quartieri, 2);http://www.comune.palermo.it/img/news/barbara_castiglione.png;12-GEN-13;http://www.comune.palermo.it/noticext.php?id=1098
304;PALERMO2013 - PROGRAMMA DEL 6 GENNAIO;La Cavalcata dei Re, una sfilata con partenza alle 16 da piazza Sant'Anna. Festa anni Cinquanta a Sant'Erasmo, ex Deposito delle locomotive di Sant'Erasmo, alle 22.00. Festa con la befana per aiutare la biblioteca dei bambini alle 11 da Modus Vivendi;http://www.comune.palermo.it/img/news/palermo2013.png;06-GEN-13;http://www.comune.palermo.it/noticext.php?id=1069
305;MOSTRA COLLETTIVA - ASSOCIAZIONE IMAGO;Associazione Imago: Un gioco serio di paesaggi e colori mostra collettiva dal 05/01/2013 al 10/01/2013 - Galleria di Villa Niscemi(Piazza Niscemi,3).;http://www.comune.palermo.it/img/news/imago_01.png;05-GEN-13;http://www.comune.palermo.it/noticext.php?id=1050
306;DA BACH A PIOVANI;"Concerto bandistico ""Città di Paceco"", organizzato dalla Presidenza del Consiglio Comunale insieme all'Associazione SiciliaSi e l'azienda COT ristorazione. Teatro Biondo Stabile di Palermo";http://www.comune.palermo.it/img/news/biondo_teatro_01.png;05-GEN-13;http://www.comune.palermo.it/noticext.php?id=1064
307;PALERMO2013 - PROGRAMMA DEL 5 GENNAIO;Apple jazz alla Real Fonderia di piazza Fonderia alle 22.00 - Tre racconti per Natale all'oratorio di San Lorenzo alle 18.30 - Basile racconta palazzo Steri appuntamento alle 21 allo Steri di piazza Marina.;http://www.comune.palermo.it/img/news/palermo2013.png;05-GEN-13;http://www.comune.palermo.it/noticext.php?id=1063
308;MOSTRA FOTOGRAFICA DI OGNISSANTI;"Mostra fotografica e dei Morti ""Lacrime di luce"" promossa dall'Associazione ""Associamico"" per la vlorizzazione e salvaguardia del patrimonio culturale della tradizione siciliana - dal 02 al 03/11/2011 - Galleria di Villa Niscemi (piazza dei Quartieri,2)";http://www.comune.palermo.it/img/news/associazione_associamico_01.png;02-NOV-11;http://www.comune.palermo.it/noticext.php?id=792
309;LABORATORIO DI EDUCAZIONE ALLA LEGALITA';"Comune di Palermo - Settore servizi educativi - ""Scopritori creativi della nostra storia"" - dal 21/10/2011 al 27/10/2011 - Villa Niscemi (piazza dei Quartieri,2)";http://www.comune.palermo.it/img/news/scopritori_creativi_01.png;21-OTT-11;http://www.comune.palermo.it/noticext.php?id=791
310;MOSTRA DI PITTURA FRANCESCO CARRECA;"Francesco Carreca -""Sogno e colore"" - mostra di pittura - dal 08/10/2011 al 13/10/2011 - Galleria di Villa Nisceni (piazza dei Quartieri,2)";http://www.comune.palermo.it/img/news/francesco_carreca_01.png;08-OTT-11;http://www.comune.palermo.it/noticext.php?id=789
311;MOSTRA DI ARTI VISIVE;"Davide Iovino - mostra di arti visive ""Plastica"" - dal 30/09/2011 al 06/10/2011 - Galleria di Villa Niscemi (piazza dei Quartieri, 2)";http://www.comune.palermo.it/img/news/davide_iovino_01.png;30-SET-11;http://www.comune.palermo.it/noticext.php?id=787
312;MOSTRA FOTOGRAFICA;"Stefano Fogato - ""Onirico"" - Mostra fotografica - dal 23/09/2011 al 29/09/2011 - Galleria di Villa Niscemi (piazza dei Quartieri,2)";http://www.comune.palermo.it/img/news/stefano_fogato_01.png;23-SET-11;http://www.comune.palermo.it/noticext.php?id=784
313;MOSTRA POLAROID ART;"Natalie Rossi - mostra polaroid art - ""Il nido in un ramo azzurro"" - dal 16/09/2011 al 22/09/2011 - Galleria di Villa Niscemi (piazza dei Quartieri,2)";http://www.comune.palermo.it/img/news/natale_rossi.png;16-SET-11;http://www.comune.palermo.it/noticext.php?id=783
314;PERSONALE DI PITTURA VALERIA LA PIANA;Valeria La Piana - mostra personale di pittura - dal 09/09/2011 al 15/09/2011 - Galleria di Villa Niscemi (piazza dei Quartieri, 2);http://www.comune.palermo.it/img/news/nicoletta_militello_01.png;09-SET-11;http://www.comune.palermo.it/noticext.php?id=820
315;PERSONALE DI PITTURA FLORIANA GIOCONDO;"Floriana Giocondo - personale di pittura - ""Bianco e nero ... a colori"" - 08/09/2011 - Galleria di Villa Niscemi (piazza dei Quartieri,2)";http://www.comune.palermo.it/img/news/floriana_giocondo_01.png;03-SET-11;http://www.comune.palermo.it/noticext.php?id=782
316;MOSTRA FOTOGRAFICA;"Art photographer Katy Parreira-curatrice Barbara Rossi: ""Prospettive fotografiche nel paesaggio e nell'architettura"" - dal 09/07/2011 al 14/07/2011 - Galleria di Villa Niscemi (piazza dei Quartieri,2)";http://www.comune.palermo.it/img/news/katy_parreira_01.png;09-LUG-11;http://www.comune.palermo.it/noticext.php?id=780
317;MOSTRA COLLETTIVA DI PITTURA;Daniela Lndolina-Adriana Imparato: mostra collettiva di pittura - dal 17/06/2011 al 23/06/2011 - Galleria di Villa Niscemi (piazza dei Quartieri, 2);http://www.comune.palermo.it/img/news/daniela_-landolina._01png.png;17-GIU-11;http://www.comune.palermo.it/noticext.php?id=779
318;PERSONALE DI PITTURA DI MARIA COLLETTI;"Maria Colletti:"" Atmosfe nei Percorsi Emozionali""- personale di pittura - dal 16/03/2012 al 22/03/2012 - Galleria di Villa Niscemi (Piazza dei Quartieri, 2).";http://www.comune.palermo.it/img/news/maria_colletti_01.png;16-MAR-12;http://www.comune.palermo.it/noticext.php?id=801
